
  ******************************************  
  *           Fortran 77 Code              *  
  *         Spherical H.O. basis            *  
  * Dirac-Hartree-Bogoliubov calculation   *  
  *        with density-dependent          *  
  * meson-exchange or point coupling force *  
  *          and separable pairing         *  
  * -------------------------------------- *  
  *      Niksic, Paar, Vretenar, Ring      *  
  *          18/ 4/2026/01:51:36           *
  *       Pb 244  N = 162  Z =  82
  ******************************************  
  ****** BEGIN READER *******************************
 Number of oscillator shells :    18   20
 Initialization inin,inink   :     1    1
 Nucleus: Pb 244   162  82
 Initial Gap Parameters      :     1.0000    1.0000
 Parameter set               :    DD-ME2    
  ****** END READER *********************************
  ****** BEGIN FORCES *******************************

 NEDF Parameters: DD-ME2    
 AMU   =  939.000
 msig  =  550.124  gsig =    10.5396  Gsig =   -14.2924
 mome  =  783.000  gome =    13.0189  Gome =    10.7647
 mdel  =    0.000  gdel =     0.0000  Gdel =    -0.0000
 mrho  =  763.000  grho =     3.6836  Grho =     0.9076
  
 Density dependence parameters:
           scasca    scavec    vecsca    vecvec
 a    =   1.388148  1.389291  0.000000  0.564700
 b    =   1.094300  0.923975  0.000000  0.000000
 c    =   1.705700  1.462000  0.000000  0.000000
 d    =   0.442067  0.477492  0.000000  0.000000
 dsat =   0.152000
  
 TMR pairing: Tian,Ma,Ring, PRB 676, 44 (2009)
 TMR pairing strength    gl =:  -728.00000 [MeV*fm^3]
 TMR pairing width        a =:     0.64420 [fm]
  ****** END FORCES *********************************
  ****** BEGIN PREP *********************************
  
 hom =                            6.561260
 hb0 =                           20.734000
 b0  =                            2.513986
 with Coulomb force
 With microscopic c.m. correction
  ****** END PREP ***********************************
  ****** BEGIN ITER *********************************
  1.It. si =    0.0000000  E/A =    0.0000 R =    0.0000  mix = 0.50
  2.It. si =  105.7731089  E/A =   -7.0565 R =    6.1239  mix = 0.50
  3.It. si =   58.1214733  E/A =   -7.0828 R =    6.1071  mix = 0.50
  4.It. si =   13.0383624  E/A =   -7.0979 R =    6.0884  mix = 0.50
  5.It. si =   13.9757433  E/A =   -7.1186 R =    6.0649  mix = 0.50
  6.It. si =   14.3494840  E/A =   -7.1266 R =    6.0501  mix = 0.50
  7.It. si =    5.4680767  E/A =   -7.1382 R =    6.0276  mix = 0.50
  8.It. si =    1.9696473  E/A =   -7.1441 R =    6.0155  mix = 0.50
  9.It. si =    1.4131615  E/A =   -7.1463 R =    6.0092  mix = 0.50
 10.It. si =    0.4779800  E/A =   -7.1458 R =    6.0098  mix = 0.50
 11.It. si =    0.8425316  E/A =   -7.1451 R =    6.0116  mix = 0.50
 12.It. si =    0.5213036  E/A =   -7.1451 R =    6.0117  mix = 0.50
 13.It. si =    0.0805339  E/A =   -7.1454 R =    6.0103  mix = 0.50
 14.It. si =    0.1019605  E/A =   -7.1453 R =    6.0102  mix = 0.50
 15.It. si =    0.0362490  E/A =   -7.1452 R =    6.0100  mix = 0.50
 16.It. si =    0.0290578  E/A =   -7.1452 R =    6.0099  mix = 0.50
 17.It. si =    0.0222095  E/A =   -7.1452 R =    6.0097  mix = 0.50
 18.It. si =    0.0237702  E/A =   -7.1452 R =    6.0096  mix = 0.50
 19.It. si =    0.0599556  E/A =   -7.1452 R =    6.0096  mix = 0.50
 20.It. si =    0.1280129  E/A =   -7.1452 R =    6.0094  mix = 0.50
 21.It. si =    0.0972487  E/A =   -7.1452 R =    6.0095  mix = 0.50
 22.It. si =    0.0913027  E/A =   -7.1452 R =    6.0095  mix = 0.50
 23.It. si =    0.0355937  E/A =   -7.1452 R =    6.0095  mix = 0.50
 24.It. si =    0.0228882  E/A =   -7.1452 R =    6.0095  mix = 0.50
 25.It. si =    0.0064358  E/A =   -7.1452 R =    6.0095  mix = 0.50
 26.It. si =    0.0012344  E/A =   -7.1452 R =    6.0095  mix = 0.50
 27.It. si =    0.0000654  E/A =   -7.1452 R =    6.0095  mix = 0.50
 28.It. si =    0.0000065  E/A =   -7.1452 R =    6.0095  mix = 0.50
 29.It. si =    0.0000077  E/A =   -7.1452 R =    6.0095  mix = 0.50
 30.It. si =    0.0000076  E/A =   -7.1452 R =    6.0095  mix = 0.50
 31.It. si =    0.0000070  E/A =   -7.1452 R =    6.0095  mix = 0.50
 32.It. si =    0.0000060  E/A =   -7.1452 R =    6.0095  mix = 0.50
 33.It. si =    0.0000047  E/A =   -7.1452 R =    6.0095  mix = 0.50
 ********************************************************************
 Pb 244: Iteration converged after  33 steps   si =      0.0000005862
 j = 7/2-  (   f 7/2)  0.55     15.9351      0.0000     -0.0000
 j = 7/2-  (   f 7/2)  0.75     26.8365      0.0000     -0.0000
 j = 7/2-  (   f 7/2)  0.68     39.8676      0.0000     -0.0000
 j = 7/2-  (   f 7/2)  0.67     56.2453      0.0000     -0.0000
 j = 7/2-  (   f 7/2)  0.63     85.9475      0.0000     -0.0000
 j = 9/2+  (   g 9/2)  0.98    -25.5619      1.0000     -0.0000
 j = 9/2+  (   g 9/2)  0.97     -0.0393      0.0000     -0.0000
 j = 9/2+  (   g 9/2)  0.60     14.4242      0.0000     -0.0000
 j = 9/2+  (   g 9/2)  0.73     19.7782      0.0000     -0.0000
 j = 9/2+  (   g 9/2)  0.73     30.8234      0.0000     -0.0000
 j = 9/2+  (   g 9/2)  0.63     44.7636      0.0000     -0.0000
 j = 9/2+  (   g 9/2)  0.64     61.7907      0.0000     -0.0000
 j = 9/2+  (   g 9/2)  0.63     92.4439      0.0000     -0.0000
 j = 9/2-  (   h 9/2)  0.98    -12.0455      0.0000     -0.0000
 j = 9/2-  (   h 9/2)  0.97     10.4331      0.0000     -0.0000
 j = 9/2-  (   h 9/2)  0.53     17.5007      0.0000     -0.0000
 j = 9/2-  (   h 9/2)  0.78     27.3666      0.0000     -0.0000
 j = 9/2-  (   h 9/2)  0.73     40.0626      0.0000     -0.0000
 j = 9/2-  (   h 9/2)  0.70     56.3469      0.0000     -0.0000
 j = 9/2-  (   h 9/2)  0.64     84.8728      0.0000     -0.0000
 j =11/2+  (   i11/2)  0.98     -2.0857      0.0000     -0.0000
 j =11/2+  (   i11/2)  0.77     16.6447      0.0000     -0.0000
 j =11/2+  (   i11/2)  0.60     20.4311      0.0000     -0.0000
 j =11/2+  (   i11/2)  0.78     31.3916      0.0000     -0.0000
 j =11/2+  (   i11/2)  0.69     45.0974      0.0000     -0.0000
 j =11/2+  (   i11/2)  0.68     61.9170      0.0000     -0.0000
 j =11/2+  (   i11/2)  0.64     91.2072      0.0000     -0.0000
 j =11/2-  (   h11/2)  0.98    -17.0264      1.0000     -0.0000
 j =11/2-  (   h11/2)  0.98      8.2131      0.0000     -0.0000
 j =11/2-  (   h11/2)  0.55     17.1461      0.0000     -0.0000
 j =11/2-  (   h11/2)  0.77     26.4340      0.0000     -0.0000
 j =11/2-  (   h11/2)  0.73     38.8983      0.0000     -0.0000
 j =11/2-  (   h11/2)  0.70     54.7007      0.0000     -0.0000
 j =11/2-  (   h11/2)  0.63     83.6779      0.0000     -0.0000
 j =13/2+  (   i13/2)  0.98     -8.2920      0.0000     -0.0000
 j =13/2+  (   i13/2)  0.91     15.2684      0.0000     -0.0000
 j =13/2+  (   i13/2)  0.51     19.2976      0.0000     -0.0000
 j =13/2+  (   i13/2)  0.78     30.3477      0.0000     -0.0000
 j =13/2+  (   i13/2)  0.71     43.7462      0.0000     -0.0000
 j =13/2+  (   i13/2)  0.68     59.9051      0.0000     -0.0000
 j =13/2+  (   i13/2)  0.63     89.5498      0.0000     -0.0000
 j =13/2-  (   j13/2)  0.98      7.5890      0.0000     -0.0000
 j =13/2-  (   j13/2)  0.58     20.3725      0.0000     -0.0000
 j =13/2-  (   j13/2)  0.78     27.3718      0.0000     -0.0000
 j =13/2-  (   j13/2)  0.77     39.4759      0.0000     -0.0000
 j =13/2-  (   j13/2)  0.73     55.2285      0.0000     -0.0000
 j =13/2-  (   j13/2)  0.66     82.2258      0.0000     -0.0000
 j =15/2+  (   k15/2)  0.98     16.5985      0.0000     -0.0000
 j =15/2+  (   k15/2)  0.51     22.5108      0.0000     -0.0000
 j =15/2+  (   k15/2)  0.82     32.3923      0.0000     -0.0000
 j =15/2+  (   k15/2)  0.75     44.4473      0.0000     -0.0000
 j =15/2+  (   k15/2)  0.72     60.6571      0.0000     -0.0000
 j =15/2+  (   k15/2)  0.64     88.1259      0.0000     -0.0000
 j =15/2-  (   j15/2)  0.97      0.5157      0.0000     -0.0000
 j =15/2-  (   j15/2)  0.69     19.7663      0.0000     -0.0000
 j =15/2-  (   j15/2)  0.68     25.2906      0.0000     -0.0000
 j =15/2-  (   j15/2)  0.76     37.9825      0.0000     -0.0000
 j =15/2-  (   j15/2)  0.73     52.9595      0.0000     -0.0000
 j =15/2-  (   j15/2)  0.66     79.9777      0.0000     -0.0000
 j =17/2+  (   k17/2)  0.97      9.2445      0.0000     -0.0000
 j =17/2+  (   k17/2)  0.51     22.1264      0.0000     -0.0000
 j =17/2+  (   k17/2)  0.81     30.1604      0.0000     -0.0000
 j =17/2+  (   k17/2)  0.77     42.3505      0.0000     -0.0000
 j =17/2+  (   k17/2)  0.73     57.9034      0.0000     -0.0000
 j =17/2+  (   k17/2)  0.64     85.5056      0.0000     -0.0000
 j =17/2-  (   l17/2)  0.85     23.9665      0.0000     -0.0000
 j =17/2-  (   l17/2)  0.50     27.5867      0.0000     -0.0000
 j =17/2-  (   l17/2)  0.79     40.2307      0.0000     -0.0000
 j =17/2-  (   l17/2)  0.75     54.4489      0.0000     -0.0000
 j =17/2-  (   l17/2)  0.68     78.9517      0.0000     -0.0000
 j =19/2+  (   m19/2)  0.53     27.4637      0.0000     -0.0000
 j =19/2+  (   m19/2)  0.87     33.3721      0.0000     -0.0000
 j =19/2+  (   m19/2)  0.79     44.6851      0.0000     -0.0000
 j =19/2+  (   m19/2)  0.74     60.1071      0.0000     -0.0000
 j =19/2+  (   m19/2)  0.66     84.9507      0.0000     -0.0000
 j =19/2-  (   l19/2)  0.97     17.7499      0.0000     -0.0000
 j =19/2-  (   l19/2)  0.61     25.9813      0.0000     -0.0000
 j =19/2-  (   l19/2)  0.75     37.9203      0.0000     -0.0000
 j =19/2-  (   l19/2)  0.74     50.7861      0.0000     -0.0000
 j =19/2-  (   l19/2)  0.70     75.3153      0.0000     -0.0000
 j =21/2+  (   m21/2)  0.93     25.6352      0.0000     -0.0000
 j =21/2+  (   m21/2)  0.58     28.4176      0.0000     -0.0000
 j =21/2+  (   m21/2)  0.78     42.0535      0.0000     -0.0000
 j =21/2+  (   m21/2)  0.76     55.7744      0.0000     -0.0000
 j =21/2+  (   m21/2)  0.69     80.1393      0.0000     -0.0000
 j =21/2-  (   n21/2)  0.55     32.2516      0.0000     -0.0000
 j =21/2-  (   n21/2)  0.83     41.4191      0.0000     -0.0000
 j =21/2-  (   n21/2)  0.75     53.9446      0.0000     -0.0000
 j =21/2-  (   n21/2)  0.71     76.4500      0.0000     -0.0000
 j =23/2+  (   o23/2)  0.58     34.6047      0.0000     -0.0000
 j =23/2+  (   o23/2)  0.86     46.8597      0.0000     -0.0000
 j =23/2+  (   o23/2)  0.76     58.9227      0.0000     -0.0000
 j =23/2+  (   o23/2)  0.69     82.2366      0.0000     -0.0000
 j =23/2-  (   n23/2)  0.73     31.3564      0.0000     -0.0000
 j =23/2-  (   n23/2)  0.64     36.4158      0.0000     -0.0000
 j =23/2-  (   n23/2)  0.68     49.8505      0.0000     -0.0000
 j =23/2-  (   n23/2)  0.76     69.4215      0.0000     -0.0000
 j =25/2+  (   o25/2)  0.56     34.3441      0.0000     -0.0000
 j =25/2+  (   o25/2)  0.84     42.9482      0.0000     -0.0000
 j =25/2+  (   o25/2)  0.73     54.3200      0.0000     -0.0000
 j =25/2+  (   o25/2)  0.75     74.1815      0.0000     -0.0000
 j =25/2-  (   P25/2)  0.66     40.9796      0.0000     -0.0000
 j =25/2-  (   P25/2)  0.78     55.2002      0.0000     -0.0000
 j =25/2-  (   P25/2)  0.75     73.0651      0.0000     -0.0000
 j =27/2+  (   q27/2)  0.67     43.4466      0.0000     -0.0000
 j =27/2+  (   q27/2)  0.80     60.1978      0.0000     -0.0000
 j =27/2+  (   q27/2)  0.73     78.2436      0.0000     -0.0000
 j =27/2-  (   P27/2)  0.64     40.6088      0.0000     -0.0000
 j =27/2-  (   P27/2)  0.74     51.4636      0.0000     -0.0000
 j =27/2-  (   P27/2)  0.82     64.9988      0.0000     -0.0000
 j =29/2+  (   q29/2)  0.64     43.1971      0.0000     -0.0000
 j =29/2+  (   q29/2)  0.79     57.8032      0.0000     -0.0000
 j =29/2+  (   q29/2)  0.79     70.1266      0.0000     -0.0000
 j =29/2-  (   r29/2)  0.78     52.0656      0.0000     -0.0000
 j =29/2-  (   r29/2)  0.77     71.3641      0.0000     -0.0000
 j =31/2+  (   S31/2)  0.77     54.8652      0.0000     -0.0000
 j =31/2+  (   S31/2)  0.76     76.5529      0.0000     -0.0000
 j =31/2-  (   r31/2)  0.77     51.7689      0.0000     -0.0000
 j =31/2-  (   r31/2)  0.76     66.4937      0.0000     -0.0000
 j =33/2+  (   S33/2)  0.76     54.6237      0.0000     -0.0000
 j =33/2+  (   S33/2)  0.75     72.7043      0.0000     -0.0000
 j =33/2-  (   t33/2)  0.98     67.3143      0.0000     -0.0000
 j =35/2+  (   u35/2)  0.98     70.8439      0.0000     -0.0000
 j =35/2-  (   t35/2)  0.98     66.2877      0.0000     -0.0000
 j =37/2+  (   u37/2)  0.98     70.0877      0.0000     -0.0000
  ****** END CANON **********************************
  ****** BEGIN RESU *********************************
   ****** BEGIN EXPECT *******

                            neutron        proton         total
 particle number           162.000000      82.000000     244.000000
 trace scalar density      154.492530      79.067084     233.559614
 lambda                     -2.252982     -13.789886
 spk                        23.181083      -0.000057
 rms-Radius                  6.152288       5.717012       6.009525
 charge-Radius                              5.772714
 Particle Energ          -3392.858832   -2328.142484   -5721.001316
 Selfconsistency Test.                                     0.000004

 Kinetic Energy           2289.058075     863.592085    3152.650161
 E-scsc                                               -36252.566616
 E-scve                                                30324.013087
 E-vesc                                                    0.000000
 E-veve                                                  272.341436
 E-rearrang.                                             859.096600
 Coulomb direct                                          789.838053
 Pairing Energy            -29.699532      -0.000000     -29.699532
 Sum without E-cm                                      -1743.423411
DE-cm <P**2>/2M            -13.314035      -5.071370     -18.385404
NE-cm <P**2>/2M             10.399479       3.239594      13.639073
 E-cm <P**2>/2M             -2.914556      -1.831775      -4.746331
 Total Energy                                          -1748.169743
 E/A                                                      -7.164630

  ****** END EXPECT *********************************


 quasi-particle properties Neutron:
 ------------------------------------------------------------------
     p/h    l j     [nr,l,j]  smax       Eqp       uu       vv
   1  p   1s 1/2   ( 4s  1/2) 0.69     1.174     0.602     0.398
   2  p   2s 1/2   ( 6s  1/2) 0.50     6.358     0.994     0.006
   3  p   3s 1/2   ( 5s  1/2) 0.71    14.472     0.998     0.002
   4  h   4s 1/2   ( 3s  1/2) 0.96    18.145     0.005     0.995
   5  p   5s 1/2   ( 6s  1/2) 0.60    26.154     1.000     0.000
   6  p   6s 1/2   ( 7s  1/2) 0.50    40.657     0.841     0.159
   7  h   7s 1/2   ( 2s  1/2) 0.83    40.775     0.160     0.840
   8  h   8s 1/2   ( 1s  1/2) 0.94    58.196     0.000     1.000
   9  p   9s 1/2   ( 8s  1/2) 0.61    59.291     1.000     0.000
  10  p  10s 1/2   ( 9s  1/2) 0.64    89.413     1.000     0.000
  11  p   1p 1/2   ( 4p  1/2) 0.65     4.694     0.997     0.003
  12  h   2p 1/2   ( 3p  1/2) 0.97     7.468     0.017     0.983
  13  p   3p 1/2   ( 4p  1/2) 0.66    10.916     0.994     0.006
  14  p   4p 1/2   ( 5p  1/2) 0.70    21.636     0.999     0.001
  15  h   5p 1/2   ( 2p  1/2) 0.94    29.741     0.002     0.998
  16  p   6p 1/2   ( 6p  1/2) 0.63    35.652     1.000     0.000
  17  h   7p 1/2   ( 1p  1/2) 0.96    51.585     0.000     1.000
  18  p   8p 1/2   ( 7p  1/2) 0.65    53.290     1.000     0.000
  19  p   9p 1/2   ( 8p  1/2) 0.64    82.477     1.000     0.000
  20  p   1d 3/2   ( 3d  3/2) 0.78     1.386     0.716     0.284
  21  p   2d 3/2   ( 5d  3/2) 0.49     6.890     0.996     0.004
  22  p   3d 3/2   ( 4d  3/2) 0.72    14.896     0.998     0.002
  23  h   4d 3/2   ( 2d  3/2) 0.97    19.060     0.004     0.996
  24  p   5d 3/2   ( 5d  3/2) 0.61    26.365     1.000     0.000
  25  p   6d 3/2   ( 6d  3/2) 0.55    40.986     1.000     0.000
  26  h   7d 3/2   ( 1d  3/2) 0.98    43.538     0.001     0.999
  27  p   8d 3/2   ( 7d  3/2) 0.62    59.530     1.000     0.000
  28  p   9d 3/2   ( 8d  3/2) 0.64    89.626     1.000     0.000
  29  p   1p 3/2   ( 4p  3/2) 0.67     4.539     0.997     0.003
  30  h   2p 3/2   ( 3p  3/2) 0.96     8.217     0.020     0.980
  31  p   3p 3/2   ( 4p  3/2) 0.64    10.604     0.989     0.011
  32  p   4p 3/2   ( 5p  3/2) 0.71    21.322     0.999     0.001
  33  h   5p 3/2   ( 2p  3/2) 0.93    30.554     0.002     0.998
  34  p   6p 3/2   ( 6p  3/2) 0.64    35.192     1.000     0.000
  35  h   7p 3/2   ( 1p  3/2) 0.95    51.985     0.000     1.000
  36  p   8p 3/2   ( 7p  3/2) 0.66    52.719     1.000     0.000
  37  p   9p 3/2   ( 8p  3/2) 0.64    81.742     1.000     0.000
  38  h   1d 5/2   ( 3d  5/2) 0.72     1.296     0.425     0.575
  39  p   2d 5/2   ( 5d  5/2) 0.51     6.689     0.996     0.004
  40  p   3d 5/2   ( 4d  5/2) 0.72    14.505     0.999     0.001
  41  h   4d 5/2   ( 2d  5/2) 0.96    20.469     0.003     0.997
  42  p   5d 5/2   ( 5d  5/2) 0.62    25.965     1.000     0.000
  43  p   6d 5/2   ( 6d  5/2) 0.55    40.368     1.000     0.000
  44  h   7d 5/2   ( 1d  5/2) 0.97    44.591     0.001     0.999
  45  p   8d 5/2   ( 7d  5/2) 0.62    58.727     1.000     0.000
  46  p   9d 5/2   ( 8d  5/2) 0.64    88.748     1.000     0.000
  47  p   1f 5/2   ( 3f  5/2) 0.72     5.523     0.996     0.004
  48  h   2f 5/2   ( 2f  5/2) 0.97     8.874     0.025     0.975
  49  p   3f 5/2   ( 3f  5/2) 0.61    11.117     0.984     0.016
  50  p   4f 5/2   ( 4f  5/2) 0.73    21.550     0.999     0.001
  51  h   5f 5/2   ( 1f  5/2) 0.98    34.291     0.006     0.994
  52  p   6f 5/2   ( 5f  5/2) 0.66    35.461     0.995     0.005
  53  p   7f 5/2   ( 6f  5/2) 0.67    52.924     1.000     0.000
  54  p   8f 5/2   ( 7f  5/2) 0.64    81.666     1.000     0.000
  55  p   1g 7/2   ( 2g  7/2) 0.72     1.474     0.559     0.441
  56  p   2g 7/2   ( 3g  7/2) 0.50     8.039     0.999     0.001
  57  p   3g 7/2   ( 3g  7/2) 0.74    15.289     1.000     0.000
  58  h   4g 7/2   ( 1g  7/2) 0.98    24.213     0.003     0.997
  59  p   5g 7/2   ( 4g  7/2) 0.66    26.182     0.999     0.001
  60  p   6g 7/2   ( 5g  7/2) 0.59    40.617     1.000     0.000
  61  p   7g 7/2   ( 6g  7/2) 0.64    58.899     1.000     0.000
  62  p   8g 7/2   ( 7g  7/2) 0.64    88.263     1.000     0.000
  63  p   1f 7/2   ( 3f  7/2) 0.77     5.097     0.995     0.005
  64  p   2f 7/2   ( 3f  7/2) 0.50    10.334     0.802     0.198
  65  h   3f 7/2   ( 2f  7/2) 0.87    10.992     0.203     0.797
  66  p   4f 7/2   ( 4f  7/2) 0.73    21.002     0.999     0.001
  67  p   5f 7/2   ( 5f  7/2) 0.66    34.720     0.998     0.002
  68  h   6f 7/2   ( 1f  7/2) 0.98    36.318     0.003     0.997
  69  p   7f 7/2   ( 6f  7/2) 0.67    51.906     1.000     0.000
  70  p   8f 7/2   ( 7f  7/2) 0.64    80.834     1.000     0.000
  71  h   1g 9/2   ( 2g  9/2) 0.93     2.496     0.095     0.905
  72  p   2g 9/2   ( 3g  9/2) 0.54     7.761     0.999     0.001
  73  p   3g 9/2   ( 3g  9/2) 0.73    14.515     0.999     0.001
  74  p   4g 9/2   ( 4g  9/2) 0.68    25.364     0.998     0.002
  75  h   5g 9/2   ( 1g  9/2) 0.98    27.447     0.003     0.997
  76  p   6g 9/2   ( 5g  9/2) 0.60    39.630     1.000     0.000
  77  p   7g 9/2   ( 6g  9/2) 0.64    57.557     1.000     0.000
  78  p   8g 9/2   ( 7g  9/2) 0.64    87.384     1.000     0.000
  79  p   1h 9/2   ( 2h  9/2) 0.85     6.884     0.993     0.007
  80  p   2h 9/2   ( 4h  9/2) 0.47    11.686     0.982     0.018
  81  h   3h 9/2   ( 1h  9/2) 0.97    13.713     0.022     0.978
  82  p   4h 9/2   ( 3h  9/2) 0.76    21.742     0.999     0.001
  83  p   5h 9/2   ( 4h  9/2) 0.70    35.185     1.000     0.000
  84  p   6h 9/2   ( 5h  9/2) 0.69    52.335     1.000     0.000
  85  p   7h 9/2   ( 6h  9/2) 0.64    80.042     1.000     0.000
  86  h   1i11/2   ( 1i 11/2) 0.95     3.335     0.053     0.947
  87  p   2i11/2   ( 2i 11/2) 0.58    10.340     1.000     0.000
  88  p   3i11/2   ( 2i 11/2) 0.74    15.978     0.999     0.001
  89  p   4i11/2   ( 3i 11/2) 0.73    26.127     1.000     0.000
  90  p   5i11/2   ( 4i 11/2) 0.64    40.290     1.000     0.000
  91  p   6i11/2   ( 5i 11/2) 0.66    58.153     1.000     0.000
  92  p   7i11/2   ( 6i 11/2) 0.65    86.642     1.000     0.000
  93  p   1h11/2   ( 2h 11/2) 0.93     5.313     0.988     0.012
  94  p   2h11/2   ( 4h 11/2) 0.53    10.880     0.998     0.002
  95  h   3h11/2   ( 1h 11/2) 0.98    18.246     0.006     0.994
  96  p   4h11/2   ( 3h 11/2) 0.76    20.789     0.997     0.003
  97  p   5h11/2   ( 4h 11/2) 0.71    33.923     1.000     0.000
  98  p   6h11/2   ( 5h 11/2) 0.69    50.546     1.000     0.000
  99  p   7h11/2   ( 6h 11/2) 0.64    78.787     1.000     0.000
 100  h   1i13/2   ( 1i 13/2) 0.97     8.952     0.027     0.973
 101  p   2i13/2   ( 2i 13/2) 0.68     9.819     0.982     0.018
 102  p   3i13/2   ( 2i 13/2) 0.66    14.473     0.997     0.003
 103  p   4i13/2   ( 3i 13/2) 0.75    24.834     1.000     0.000
 104  p   5i13/2   ( 4i 13/2) 0.66    38.795     1.000     0.000
 105  p   6i13/2   ( 5i 13/2) 0.67    55.973     1.000     0.000
 106  p   7i13/2   ( 6i 13/2) 0.64    84.954     1.000     0.000
 107  p   1j13/2   ( 1j 13/2) 0.97     7.089     0.990     0.010
 108  p   2j13/2   ( 2j 13/2) 0.53    13.649     1.000     0.000
 109  p   3j13/2   ( 2j 13/2) 0.78    22.230     1.000     0.000
 110  p   4j13/2   ( 3j 13/2) 0.74    34.759     1.000     0.000
 111  p   5j13/2   ( 4j 13/2) 0.72    51.542     1.000     0.000
 112  p   6j13/2   ( 6j 13/2) 0.65    78.227     1.000     0.000
 113  p   1k15/2   ( 1k 15/2) 0.68    14.191     0.999     0.001
 114  p   2k15/2   ( 1k 15/2) 0.70    17.382     0.999     0.001
 115  p   3k15/2   ( 2k 15/2) 0.78    26.765     1.000     0.000
 116  p   4k15/2   ( 3k 15/2) 0.70    39.800     1.000     0.000
 117  p   5k15/2   ( 4k 15/2) 0.70    57.091     1.000     0.000
 118  p   6k15/2   ( 5k 15/2) 0.65    84.471     1.000     0.000
 119  p   1j15/2   ( 1j 15/2) 0.76     1.463     0.609     0.391
 120  p   2j15/2   ( 2j 15/2) 0.60    13.119     1.000     0.000
 121  p   3j15/2   ( 2j 15/2) 0.75    20.509     1.000     0.000
 122  p   4j15/2   ( 3j 15/2) 0.76    32.905     1.000     0.000
 123  p   5j15/2   ( 4j 15/2) 0.72    48.971     1.000     0.000
 124  p   6j15/2   ( 6j 15/2) 0.65    75.937     1.000     0.000
 125  p   1k17/2   ( 1k 17/2) 0.98     9.093     0.995     0.005
 126  p   2k17/2   ( 3k 17/2) 0.51    15.443     1.000     0.000
 127  p   3k17/2   ( 2k 17/2) 0.79    24.679     1.000     0.000
 128  p   4k17/2   ( 3k 17/2) 0.74    37.504     1.000     0.000
 129  p   5k17/2   ( 4k 17/2) 0.71    53.950     1.000     0.000
 130  p   6k17/2   ( 5k 17/2) 0.64    81.772     1.000     0.000
 131  p   1l17/2   ( 3l 17/2) 0.52    18.261     1.000     0.000
 132  p   2l17/2   ( 1l 17/2) 0.83    24.679     1.000     0.000
 133  p   3l17/2   ( 2l 17/2) 0.78    35.244     1.000     0.000
 134  p   4l17/2   ( 3l 17/2) 0.74    50.894     1.000     0.000
 135  p   5l17/2   ( 5l 17/2) 0.67    75.638     1.000     0.000
 136  p   1m19/2   ( 3m 19/2) 0.56    20.642     1.000     0.000
 137  p   2m19/2   ( 1m 19/2) 0.82    29.840     1.000     0.000
 138  p   3m19/2   ( 2m 19/2) 0.72    40.583     1.000     0.000
 139  p   4m19/2   ( 3m 19/2) 0.71    56.771     1.000     0.000
 140  p   5m19/2   ( 5m 19/2) 0.65    81.791     1.000     0.000
 141  p   1l19/2   ( 1l 19/2) 0.89    16.471     0.999     0.001
 142  p   2l19/2   ( 2l 19/2) 0.54    19.983     1.000     0.000
 143  p   3l19/2   ( 2l 19/2) 0.77    32.248     1.000     0.000
 144  p   4l19/2   ( 3l 19/2) 0.75    46.836     1.000     0.000
 145  p   5l19/2   ( 5l 19/2) 0.69    71.844     1.000     0.000
 146  p   1m21/2   ( 3m 21/2) 0.52    20.342     1.000     0.000
 147  p   2m21/2   ( 1m 21/2) 0.85    25.590     1.000     0.000
 148  p   3m21/2   ( 2m 21/2) 0.79    36.542     1.000     0.000
 149  p   4m21/2   ( 3m 21/2) 0.75    51.817     1.000     0.000
 150  p   5m21/2   ( 5m 21/2) 0.68    76.855     1.000     0.000
 151  p   1n21/2   ( 2n 21/2) 0.60    25.221     1.000     0.000
 152  p   2n21/2   ( 1n 21/2) 0.81    37.068     1.000     0.000
 153  p   3n21/2   ( 2n 21/2) 0.74    51.321     1.000     0.000
 154  p   4n21/2   ( 4n 21/2) 0.68    73.814     1.000     0.000
 155  p   1o23/2   ( 2o 23/2) 0.60    27.623     1.000     0.000
 156  p   2o23/2   ( 1o 23/2) 0.80    41.114     1.000     0.000
 157  p   3o23/2   ( 2o 23/2) 0.73    56.477     1.000     0.000
 158  p   4o23/2   ( 4o 23/2) 0.66    80.182     1.000     0.000
 159  p   1n23/2   ( 2n 23/2) 0.55    24.878     1.000     0.000
 160  p   2n23/2   ( 1n 23/2) 0.82    33.553     1.000     0.000
 161  p   3n23/2   ( 2n 23/2) 0.74    45.527     1.000     0.000
 162  p   4n23/2   ( 4n 23/2) 0.74    66.481     1.000     0.000
 163  p   1o25/2   ( 2o 25/2) 0.58    27.452     1.000     0.000
 164  p   2o25/2   ( 1o 25/2) 0.85    38.890     1.000     0.000
 165  p   3o25/2   ( 2o 25/2) 0.77    50.702     1.000     0.000
 166  p   4o25/2   ( 4o 25/2) 0.72    71.527     1.000     0.000
 167  p   1P25/2   ( 2P 25/2) 0.68    33.681     1.000     0.000
 168  p   2P25/2   ( 1P 25/2) 0.77    50.209     1.000     0.000
 169  p   3P25/2   ( 3P 25/2) 0.71    72.129     1.000     0.000
 170  p   1q27/2   ( 2q 27/2) 0.68    36.289     1.000     0.000
 171  p   2q27/2   ( 1q 27/2) 0.77    54.147     1.000     0.000
 172  p   3q27/2   ( 3q 27/2) 0.70    77.344     1.000     0.000
